Original Text,NULL
The .mvn directory is a directory where you can put some Maven configuration files.,NULL
One of these Maven configuration files is the jvm.config file which can be used to configure the Java VM that is used by Maven to build your project.,"(""Maven"", ""jvm.config is a configuration file used by Maven."", ""jvm.config""); (""Maven"", ""Maven is used to build the project."", ""project"")"
The resource files will be available for loading via the classpath.,NULL
The default Java compiler version used by Maven is Java 1.5 .,"(""Maven"", ""Maven uses the Java compiler to compile Java code."", ""Java Compiler"")"
"To make Maven compile your Java code with a newer version of the Java compiler, you need to specify the Java compiler explicitly in your project's POM file (pom.xml).","(""Maven"", ""Maven is used to compile Java code, which involves specifying the Java compiler in the POM file."", ""POM file"")"
Notice also that the version of the Maven Java compiler plugin has changed from 3.6.1 to 3.8.0 .,"(""Maven Java Compiler Plugin"", ""The Maven Java Compiler Plugin has a version that changed from 3.6.1 to 3.8.0."", ""3.6.1"")"
The first version of this Maven tutorial is based on Maven 3.6.3.,NULL
The POM file is named pom.xml and should be located in the root directory of your project.,"(""POM"", ""The POM file is named pom.xml, indicating that POM is related to the file name."", ""pom.xml"")"
"This command first executes the clean build life cycle, which removes compiled classes from the Maven output directory, and then it executes the install build phase.","(""Maven"", ""The clean build life cycle is a process that is executed within the Maven build system."", ""clean build life cycle"")"
These JAR files are needed on the classpath when you compile your project code.,"(""JAR files"", ""JAR files are needed on the classpath when compiling project code."", ""classpath"")"
"The example above needs the org.jsoup group's jsoup artifact in version 1.7.1, and the junit group's junit artifact in version 4.8.1.","(""Jsoup"", ""Jsoup is the artifact that requires version 1.7.1."", ""1.7.1"")"
"Thus Maven only needs to download the dependencies once, even if multiple projects depends on them (e.g.","(""Maven"", ""Maven manages the dependencies required for projects."", ""dependencies"")"
Your Maven settings file is also located in your user-home/.m2 directory and is called settings.xml.,"(""Maven"", ""Maven settings file refers to the settings file used for configuration in Maven."", ""settings""); (""settings"", ""The settings file is specifically named settings.xml."", ""settings.xml"")"
"The clean life cycle handles everything related to removing temporary files from the output directory, including generated source files, compiled classes, previous JAR files etc.","(""CleanLifeCycle"", ""The CleanLifeCycle is responsible for handling everything related to the OutputDirectory."", ""OutputDirectory""); (""CleanLifeCycle"", ""The CleanLifeCycle manages the removal of GeneratedSourceFiles."", ""GeneratedSourceFiles""); (""CleanLifeCycle"", ""The CleanLifeCycle is involved in handling CompiledClasses."", ""CompiledClasses"")"
One way to choose what profile is being executed is in the settings.xml file.,NULL
"You do so by creating a simple Java class that extends a special Maven class, and then create a POM for the project.","(""Java Class"", ""The Java Class extends the Maven Class."", ""Maven Class"")"
It is the argument -Dmaven.test.skip=true that makes Maven skip the tests completely.,NULL
To configure the Maven Surefire plugin to enable Java preview features you need the following configuration in your Maven POM file - in the <build><plugins>...</plugins></build> section:,"(""Maven Surefire Plugin"", ""The Maven Surefire Plugin is configured to enable Java preview features."", ""Java Preview Features"")"
To publish a JAR file with compiled Java classes to the Maven central repository you need to go through set of steps.,"(""JAR"", ""A JAR file is published to the Maven central repository."", ""Maven central repository"")"
You can find more information about creating and publishing a public key / priate key pair from the Sonatype producers page: https://central.sonatype.org/pages/producers.html.,"(""Sonatype"", ""Sonatype is associated with the producers who create and publish keys."", ""producers""); (""producers"", ""producers are responsible for creating public key."", ""public key"")"
"For a full POM file, check out the pom.xml in this github repository: RION Ops for Java GitHub Repository",NULL
From Maven 3.3 and forward you can set the memory limits in a file called jvm.config located in the .mvn directory inside your project directory.,"(""Maven"", ""Maven is a build automation tool that can utilize jvm.config for memory limits."", ""jvm.config""); (""jvm.config"", ""jvm.config is located in the .mvn directory."", "".mvn"")"
Inside the jvm.config file you need the following settings to be able to control the memory limits of Maven during a Maven build:,NULL
"Once you have created the project root directory, create a file called pom.xml inside the directory.",NULL
"When you have created the pom.xml file inside the project root directory it is a good idea to just test that Maven works, and that Maven understands the pom.xml file.",NULL
"To test the pom.xml file, open a command prompt and change directory (cd) into the project root directory.",NULL
Inside the helloworld directory (java package) insert a file named HelloWorld.java.,"(""Helloworld"", ""The HelloWorld class is located inside the helloworld package."", ""HelloWorld"")"
Maven will compile the Java source file and create a JAR file containing the compiled Java class.,"(""Maven"", ""Maven is used to compile Java source files."", ""Java""); (""Maven"", ""Maven creates a JAR file containing compiled classes."", ""JAR"")"
"Inside the target directory you will find the finished JAR file, as well as lots of temporary files (e.g.",NULL
The Mem Ops Bytes class represents a sequence of bytes from a byte array.,NULL
"To avoid fragmenting the Java heap with Bytes instances, the Bytes class is designed to be obtained from an ObjectPool .",NULL
"To use the Bytes class effectively you should create a BytesAllocatorAutoDefrag, a BytesFactory and an ObjectPool .","(""Bytes"", ""The Bytes class is mentioned as a context for using the BytesAllocatorAutoDefrag class effectively."", ""BytesAllocatorAutoDefrag""); (""Bytes"", ""The Bytes class is mentioned as a context for using the BytesFactory class effectively."", ""BytesFactory"")"
To obtain a Bytes instance from the ObjectPool you simply call the ObjectPool instance() method.,"(""ObjectPool"", ""The instance() method is called on the ObjectPool class to obtain a Bytes instance."", ""instance"")"
Calling free() will free the Bytes instance back to the ObjectPool and the allocated bytes back to the BytesAllocatorAutoDefrag.,"(""free"", ""The method free() is associated with the class Bytes as it is used to free the Bytes instance."", ""Bytes""); (""Bytes"", ""The class Bytes is related to the ObjectPool as the instance is returned to the ObjectPool."", ""ObjectPool"")"
"In this section I will try to give you a few visual use case examples that shows how to use the Bytes class, and its fields.",NULL
"The use cases are actually quite similar in how they use the Bytes class, even if they are doing different things.",NULL
The Mem Ops BytesAllocatorAutoDefrag class is capable of allocating smaller sections (blocks) of a bigger byte array.,NULL
"When you free a byte array section, the BytesAllocatorAutoDefrag class will automatically defragment its internal big byte array so the freed section is joined with adjacent free sections to form a larger free section from which future sections can be allocated.",NULL
To use the BytesAllocatorAutoDefrag class you must first create an instance of it.,NULL
"In order to allocate a block (section) of bytes from the underlying byte array, you call the allocate() method.",NULL
"Once allocated, no other allocate() call can allocate the same block until it has been freed.",NULL
"The allocate() method returns the offset into the big, underlying byte array where the allocated block starts.",NULL
You can get a reference to the underlying byte array via the getData() method.,NULL
"Once you have allocated a block of bytes from the BytesAllocatorAutoDefrag you can access it via the data array, from the offset returned by allocate() and until offset + length - 1.","(""BytesAllocatorAutoDefrag"", ""The data array is accessed from the BytesAllocatorAutoDefrag class after allocating a block of bytes."", ""data""); (""BytesAllocatorAutoDefrag"", ""The allocate() method is used to allocate a block of bytes from the BytesAllocatorAutoDefrag class."", ""allocate""); (""allocate"", ""The offset is returned by the allocate() method, indicating where the allocated bytes start."", ""offset"")"
The free() method takes the start and end offset of the block to free.,NULL
The Mem Ops BytesAllocatorManualDefrag class is capable of allocating smaller sections (blocks) of a bigger byte array.,NULL
"When you free a byte array section, the ByteArrayAllocatorAutoDefrag class will mark it as free, but will not defragment the underlying byte array until you explicitly to tell it to.",NULL
To use the BytesAllocatorManualDefrag class you must first create an instance of it.,NULL
"Once you have allocated a block of bytes from the BytesAllocatorManualDefrag you can access it via the data array, from the offset returned by allocate() and until offset + length - 1.","(""BytesAllocatorManualDefrag"", ""The data array is accessed via the BytesAllocatorManualDefrag after allocating a block of bytes."", ""data""); (""data"", ""The data array is accessed using the offset returned by the allocate() method."", ""allocate""); (""allocate"", ""The allocate() method returns an offset that is used to access the data array."", ""offset"")"
To defragment the free blocks you call the defragment() method of the BytesAllocatorManualDefrag .,NULL
It is during such idle times you should call defragment() .,NULL
"If your system is constantly very busy, there may never be an idle period during which to call defragment().",NULL
Calling defragment() will most likely result in a longer pause than if you immediately defragment free blocks like the ByteArrayAllocatorAutoDefrag does.,NULL
"Systems that need to create high numbers of objects at a rapid pace, but do not need all of these objects at the same time, can benefit from using object pools rather than instantiating the objects using the Java new XYZObject() .",NULL
The Bytes class represents a byte sequence allocated from a shared byte array.,"(""Bytes"", ""The Bytes class represents a byte sequence."", ""byte sequence"")"
The Mem Ops ObjectPool class is capable of pooling instances of objects which can be reused.,NULL
To use the Mem Ops ObjectPool you must first create an instance of the com.nanosai.memops.objects.ObjectPool class.,NULL
Notice that the ObjectPool class constructor takes two parameters: The capacity and an IObjectFactory implementation.,"(""ObjectPool"", ""The ObjectPool class has a constructor that takes parameters."", ""constructor""); (""constructor"", ""The constructor takes capacity as a parameter."", ""capacity"")"
"As you can see, the IObjectFactory only contains a single method named instance().",NULL
The type returned from the instance() method is decided by you when you implement the IObjectFactory interface.,"(""instance"", ""The instance method is part of the IObjectFactory interface implementation."", ""IObjectFactory"")"
You free an object instance for reuse by calling the ObjectPool free() method.,NULL
"You just tell what module that contains the main class to run, and ModRun resolves and loads all its dependencies too.",NULL
"By loading the classes of a module with its own ClassLoader, ModRun can control what classes are visible to each module.","(""ModRun"", ""ModRun uses ClassLoader to load classes."", ""ClassLoader"")"
A module can only see the classes from itself or from its dependencies (modules) and transitive dependencies.,NULL
"A module cannot see classes from modules ""above"" itself in the dependency graph.",NULL
The JVM will consider classes loaded from the two different versions of the API as different classes because they are loaded with different ClassLoader instances.,"(""JVM"", ""The JVM uses ClassLoader instances to load classes, indicating a relationship between them."", ""ClassLoader"")"
Each instance of the module have the classes loaded from its dependency graph isolated from the other instances of the same module (at least it can - if you want to).,NULL
Loading the classes from each module with its own ClassLoader makes application multi tenancy easier.,NULL
"ModRun can load multiple applications into the same JVM at the same time, and have their classes be completely isolated from each other, so one application cannot access the classes of another application.","(""ModRun"", ""ModRun can load multiple applications into the same JVM at the same time."", ""JVM"")"
"Here is an example that creates a module from a Maven repository, loads a class from the module, creates an instance of the class and calls a method on the instance via reflection:","(""module"", ""A module is created from a Maven repository."", ""Maven""); (""class"", ""A class is loaded from the module."", ""module""); (""instance"", ""An instance of the class is created."", ""class"")"
Installing Netty in your Java project only requires that you download the Netty JAR files and include them on the classpath.,"(""Netty"", ""Netty is a package that requires JAR files to be downloaded for installation."", ""JAR files"")"
"A Netty EventLoop is a loop that keeps looking for new events, e.g.",NULL
"Third, the NioServerSocketChannel class instance is set on the ServerBootstrap instance.",NULL
Its method initChannel() is called whenever a new incoming TCP connection is accepted by the TCP server.,NULL
"As you can see, the ChannelInitializer is added to the ServerBootstrap using the childHandler() method.","(""ServerBootstrap"", ""The ChannelInitializer is added to the ServerBootstrap, indicating a relationship where ServerBootstrap utilizes ChannelInitializer."", ""ChannelInitializer"")"
The serverBootstrap.bind() method returns a ChannelFuture which can be used to know when the binding of the server (binding to local address and TCP port) is done.,"(""bind"", ""The bind method returns a ChannelFuture object."", ""ChannelFuture"")"
"By calling sync() on the ChannelFuture the main thread that creates the server waits until the server has started, before continuing.",NULL
The channelRead() method is called whenever data is received from the SocketChannel the HelloServerHandler instance is attached to.,"(""channelRead"", ""The channelRead() method is called whenever data is received from the SocketChannel the HelloServerHandler instance is attached to."", ""HelloServerHandler"")"
"As you can see, the channelRead() responds with ""Hello "" + whatever the client sent to the server.","(""channelRead"", ""The method channelRead() responds with the string 'Hello' concatenated with the client's message."", ""Hello"")"
The channelReadComplete() method is called when there is no more data to read from the SocketChannel.,NULL
The exceptionCaught() method is called if an exception is thrown while receiving or sending data from the SocketChannel.,NULL
That means that you create a Java application with a class with a main() method and inside that application you create one of the Netty servers.,"(""Java Application"", ""The main() method is a part of the Java application that serves as the entry point for execution."", ""main()"")"
The RION Ops RionObjectReader class can read a RION Object field into a Java object.,NULL
The easiest way to create an instance of the RionObjectReader is via the RionObjectReaderBuilder class.,NULL
This class makes it easier to configure and create a RionObjectReader instance.,NULL
Here is an example of creating a RionObjectReader via the RionObjectReaderBuilder class:,NULL
The RionObjectReader readCyclic() method reads a cyclic object graph stored as RION in a byte array.,"(""RionObjectReader"", ""The readCyclic() method is a method of the RionObjectReader class."", ""readCyclic"")"
The RION Ops RionObjectWriter class makes it easy to write Java objects as a RION field to a byte array.,NULL
"To use the RionObjectWriter you must first create an instance of the RionObjectWriter class, com.nanosai.rionops.rion.object.RionObjectWriter.",NULL
The easiest way to create a RionObjectWriter instance is via the RionObjectWriterBuilder class.,NULL
"These examples build a RionObjectWriter which will serialize all fields (private, protected, default and public) found in the Pojo class to RION.",NULL
"Once created, the RionObjectWriter instance then only serialize objects of the given class.",NULL
To serialize objects of multiple classes you will have to create a RionObjectWriter for each class.,NULL
Note: You only need one RionObjectWriter per root class you want to serialize.,NULL
"If a given class represents an object graph consisting of other classes referenced from within the root class (or any of its field's classes recursively), all of these classes will be serialized too.","(""Class"", ""A class can represent an object graph consisting of other classes."", ""Object Graph"")"
"To elaborate, in the example above, if the Pojo class contained fields of class Pojo2 and Pojo3 internally, these would be serialized too because they are part of an object graph rooted by a Pojo object.","(""Pojo"", ""Pojo2 is a field of the Pojo class, indicating a relationship between them."", ""Pojo2"")"
The RionObjectWriter contains an writeAcyclic() and writeCyclic() method for these purposes.,"(""RionObjectWriter"", ""RionObjectWriter contains the writeAcyclic method as part of its functionality."", ""writeAcyclic"")"
The RionObjectWriter writeAcyclic() can write an acyclic object graph as RION into a byte array.,"(""RionObjectWriter"", ""writeAcyclic is a method of the RionObjectWriter class that performs a specific function."", ""writeAcyclic"")"
"If the object is part of a cyclic (not acyclic) object graph, the writeAcyclic() method will enter an infinite recursion and eventually crash.",NULL
Here is an example of writing an object using the RionObjectWriter writeAcyclic() method:,NULL
The RionObjectWriter writeCyclic() method can write a cyclic object graph as RION to a byte array.,"(""RionObjectWriter"", ""The writeCyclic() method is a method of the RionObjectWriter class."", ""writeCyclic"")"
Here is an example of writing a cyclic object graph to RION using the RionObjectWriter writeCyclic() method.,NULL
"The RION Ops RionReader class, com.nanosai.rionops.rion.read.RionReader makes it easy to write RION fields from a Java byte array.",NULL
Setting a source byte array is done via the method setSource().,NULL
Here is an example of setting the source byte array on a RionReader via its setSource() method:,NULL
"Third, the example loops as long as hasNext() returns true, and iterates through all the RION fields in the source byte array, one by one.","(""hasNext"", ""hasNext() is a method that checks the condition for iterating through RION fields."", ""RION"")"
You can read a RION Bytes field using the RionReader readBytes() method.,NULL
The readBytes() method will read the bytes of the RION Bytes field into this byte array.,NULL
Here is an example of reading a RION Bytes field with the readBytes() method:,NULL
The value returned by the readBytes() method is the number of bytes read into the destination byte array.,NULL
"The readBytes() method also comes in a version where you can specify the offset into the destination byte array to start writing the Bytes field value, and a maximal length (number of bytes) to read.",NULL
Here is an example of reading a RION Bytes field using that readBytes() method:,NULL
"This example tells the readBytes() method to start writing the Bytes field value into the destination array from offset 2, and to maximally read 10 bytes.","(""readBytes"", ""The readBytes() method is associated with the Bytes class as it operates on its field value."", ""Bytes"")"
To read a RION Boolean field you can use the RionReader readBoolean() method.,NULL
Here is an example of reading RION Boolean field using the RionReader readBoolean() method:,"(""RionReader"", ""RionReader contains the method readBoolean() for reading Boolean fields."", ""readBoolean()"")"
Here is an example of reading a Java Boolean object using the RionReader readBooleanObj() method:,NULL
To read a RION Int64 field you can use the RionReader readInt64() method.,NULL
Here is an example of reading a RION Int64 field using the RionReader readInt64() method:,NULL
Here is an example of reading a RION Int64 field into a Java Long object using the RionReader readInt64Obj() method:,"(""RionReader"", ""RionReader is the class that contains the method readInt64Obj() which reads an Int64 field."", ""readInt64Obj()""); (""readInt64Obj()"", ""The method readInt64Obj() is used to read an Int64 field."", ""Int64"")"
These methods are named readFloat32() and readFloat64() Here are two examples of reading a RION Float field into a Java float and double variable:,"(""readFloat32"", ""readFloat32() is a method that reads a RION Float field."", ""RION Float""); (""readFloat64"", ""readFloat64() is a method that reads a RION Float field."", ""RION Float""); (""readFloat32"", ""readFloat32() is used in the context of Java programming."", ""Java"")"
Use the readFloat32Obj() or readFloat64Obj() methods if the RION Float field can be set to null in your concrete use case.,NULL
The RionReader class has a method named readUtf8String() which can read a RION UTF-8 field into a Java String.,"(""RionReader"", ""The readUtf8String method is a method of the RionReader class."", ""readUtf8String"")"
Here is an example of reading a RION UTF-8 field into a Java String with readUtf8String() :,"(""readUtf8String"", ""The method readUtf8String() is used to read a UTF-8 field from the RION class."", ""RION"")"
The readUtcCalendar() method of the RionReader class can read a RION UTC field as a Java Calendar instance.,"(""readUtcCalendar"", ""The readUtcCalendar() method belongs to the RionReader class."", ""RionReader"")"
When reading a composite RION field you need to use the RionReader moveInto() and moveOutOf() methods.,"(""RionReader"", ""The moveInto() method is a function of the RionReader class used for reading a composite RION field."", ""moveInto"")"
"The moveInto() method will move the RionReader's internal state ""into"" the given RION field.","(""moveInto"", ""The moveInto() method is a function of the RionReader class that manipulates its internal state."", ""RionReader"")"
"That means, that the hasNext() method now returns true as long as the RION field you moved into has more nested fields.",NULL
"The moveOutOf() method moves the RionReader's internal state ""out of"" the given RION field.","(""moveOutOf"", ""The moveOutOf() method is a function of the RionReader class that manipulates its internal state."", ""RionReader"")"
Now the hasNext() method will return true if the parent scope (parent RION field or the total source byte array for the RionReader) has more RION fields.,"(""hasNext"", ""The hasNext() method is associated with the RION class as it checks for more RION fields."", ""RION"")"
"At the outer nesting level (top level) of the above RION field sequence, the RionReader hasNext() will return true, as long as there are RION fields at this nesting level.",NULL
"Now the RionReader hasNext() method returns true 2 times, because there are 2 nested RION fields inside the RION Object field.","(""RionReader"", ""RionReader hasNext() is a method of the RionReader class."", ""hasNext()"")"
"Once the hasNext() method returns false, you ""move out of"" the composite RION field again.",NULL
You can improve on the above code in various ways - e.g.,NULL
"To read a RION Table field, you have to ""move into"" it with moveInto(), then read the first field which is an Int64 RION field representing the row count, and then 1 to N Key or Key Short fields representing the column headers (column names / keys) of the table, and then finally 1 to N fields per row.","(""RION Table"", ""moveInto() is a method used to access the RION Table."", ""moveInto()""); (""moveInto()"", ""After moving into the RION Table, the first field read is an Int64 RION field representing the row count."", ""Int64 RION field""); (""Int64 RION field"", ""The Int64 RION field represents the row count of the RION Table."", ""row count""); (""RION Table"", ""Key fields represent the column headers of the RION Table."", ""Key""); (""RION Table"", ""Key Short fields also represent the column headers of the RION Table."", ""Key Short"")"
The RionReader class contains a method named isNull() which will tell you if the current RION field pointed to by the RionReader has the field value null.,NULL
Here is an example of checking if a given RION field is null via the RionReader isNull() method:,"(""RionReader"", ""RionReader contains the method isNull() for checking null fields"", ""isNull()"")"
"The RION Ops RionWriter class, com.nanosai.rionops.rion.write.RionWriter, enables you to write RION fields easily and efficiently.",NULL
You set the destination byte array of the RionWriter using the setDestination() method.,NULL
The RionWriter contains a method named writeBytes() which can be used to write a RION Bytes field to the destination byte array.,"(""RionWriter"", ""RionWriter contains a method named writeBytes() which can be used to write a RION Bytes field."", ""writeBytes()"")"
Here is a Java example of writing a RION Bytes field from a byte array using the RionWriter writeBytes() method:,"(""RionWriter"", ""RionWriter contains the method writeBytes() which is used to write bytes."", ""writeBytes()""); (""RION Bytes"", ""RION Bytes is being written using the RionWriter class."", ""RionWriter"")"
The writeBytes() method also exists in a version that takes a source offset and source length which specifies from what offset and how many bytes forward in the source byte array to write to the RION Bytes field in the destination byte array.,"(""writeBytes"", ""The writeBytes() method operates on the source byte array to write data from it."", ""source byte array""); (""writeBytes"", ""The writeBytes() method writes to the RION Bytes field."", ""RION Bytes"")"
The RionWriter method writeBoolean() writes a boolean value (true / false) as a RION Boolean field to the destination byte array.,"(""RionWriter"", ""The writeBoolean method is a method of the RionWriter class."", ""writeBoolean"")"
Here is a Java example of writing a RION Boolean field using the RionWriter writeBoolean() method:,NULL
The RionWriter method writeInt64() will write a 64 bit integer as a RION IntPos or IntNeg field to the destination byte array.,"(""RionWriter"", ""The RionWriter class contains the method writeInt64() which performs a specific function."", ""writeInt64()""); (""writeInt64()"", ""The writeInt64() method writes a 64 bit integer as a RION IntPos field."", ""RION IntPos"")"
"Here are two examples of writing int64 values (long values) as RION IntPos and IntNeg fields to the destination byte array, using the RionWriter writeInt64() method:","(""RionWriter"", ""RionWriter is the class that contains the method writeInt64() which is used to write int64 values."", ""writeInt64""); (""writeInt64"", ""The method writeInt64() is used to write values to the IntPos field."", ""IntPos"")"
The RionWriter methods writeFloat32() and writeFloat64() writes a 32 bit and 64 bit floating point number as a RION Float field to the destination byte array.,"(""RionWriter"", ""writeFloat32 is a method of the RionWriter class."", ""writeFloat32"")"
"Here are two examples of writing a 32 bit and 64 bit floating point number as RION Float fields to the destination byte array, using the RionWriter writeFloat32() and writeFloat64() methods:","(""RionWriter"", ""RionWriter is the class that contains the method writeFloat32 for writing 32 bit floating point numbers."", ""writeFloat32"")"
The RionWriter method writeUtf8() writes a Java String as a RION UTF-8 or UTF-8-Short field to the destination byte array.,"(""RionWriter"", ""The RionWriter class contains the method writeUtf8() which is used to write a Java String as a RION UTF-8 or UTF-8-Short field."", ""writeUtf8()"")"
Here is an example of writing a RION UTF-8 field to a byte array using the RionWriter writeUtf8() method:,NULL
The RionWriter method writeUtc() method writes a date and time in the shape of a Java Calendar as a RION UTC field (UTC date-time) to the destination byte array.,"(""RionWriter"", ""The writeUtc method is a method of the RionWriter class."", ""writeUtc""); (""writeUtc"", ""The writeUtc method writes a date and time in the shape of a Java Calendar."", ""Calendar"")"
Here is an example of writing a Java Calendar as a RION UTC field to the destination byte array using the RionWriter writeUtc() method:,"(""RionWriter"", ""RionWriter contains the method writeUtc() which is used to write a Java Calendar as a RION UTC field."", ""writeUtc"")"
The RionWriter class has functionality that helps you reserve length bytes for composite RION fields and jump back up and fill them in correctly later.,"(""RionWriter"", ""The RionWriter class provides functionality related to reserving length bytes."", ""length bytes"")"
One of the mechanisms in the RionWriter class that helps you reserve length bytes and set their value correctly later requires an internal stack to keep track of where the reserved length bytes are located.,NULL
Here is an example of setting the nested field stack for a RionWriter via its setNestedFieldStack() method:,NULL
"However, it is possible for all RION fields to take the value null, so it is possible to include e.g.",NULL
"The writeObjectBeginPush() method writes the beginning of the RION Object field, and reserves and reserve as many length bytes as you pass to it as parameter (2 in the example above).",NULL
"The writeObjectEndPop() method pops the RION Object field start index off the nested field stack, calculates the total length of the Object field and writes the total Object field length into its reserved length bytes.","(""writeObjectEndPop"", ""The method writeObjectEndPop() is associated with the RION class as it operates on the RION Object field."", ""RION"")"
There are also versions of the writeObjectBegin() and writeObjectEnd() method that does not use the internal nested field stack.,NULL
The String arguments passed to the main() method are the command line arguments passed to the application when it is executed.,"(""main"", ""The main method takes String arguments as input."", ""String"")"
The Main argument is the name of the object to run the main() method of.,NULL
"The arguments ""arg1"" and ""arg2"" are passed in the String array to the main() method.","(""arg1"", ""arg1 is passed to the main method as an argument"", ""main"")"
The until keyword makes sure to only iterate until myArray.length - 1.,NULL
"If you had needed i to also take the value of myArray.length in the final iteration, you could have used the to keyword instead of the until keyword.",NULL
"This means that you can define classes in Scala, and instantiate objects of these classes.",NULL
"That means, that a class defines what information objects of that class holds, and what behaviour (methods) it exposes.",NULL
The other aspects of Scala classes will be covered in separate texts.,NULL
Here I have just shown you how to declare a method inside a class.,NULL
"Notice how this addToMyField() method does not have the equals sign, and no return type specified.",NULL
"When an exception is thrown from inside the throwsException() method, the execution is interrupted and the execution jumps to the catch clause surrounding the code that threw the exception.",NULL
"In the example above, when the throwsException() method is called, and it throws an exception, the statement below the throwsException() method call is never executed.",NULL
"In the example above, only one exception is caught, Exception which is the superclass of most exceptions.",NULL
"Rather than compute the .toUpperCase() value twice, by nesting them inside each if-statement, the uppercase version of aString is computed just once, and assigned to the variable aStringUC.","(""aString"", ""aStringUC is the uppercase version of aString, computed using the toUpperCase method."", ""aStringUC"")"
"You can thus use all the classes of the Java SDK's in Scala, and also your own, custom Java classes, or your favourite Java open source projects.","(""Java SDK"", ""Java SDK can be used in Scala, indicating a relationship between the two classes."", ""Scala""); (""Java SDK"", ""Java SDK includes Java classes, establishing a relationship between them."", ""Java classes"")"
"Instead a Scala class can have what is called a singleton object, or sometime a companion object.","(""Scala"", ""Scala classes can have singleton objects as companions."", ""singleton object"")"
"When a singleton object is named the same as a class, it is called a companion object.",NULL
A companion object must be defined inside the same source file as the class.,NULL
"In this class you can both instantiate Main and call sayHelloWorld() or call the sayHi() method on the companion object directly, like this:","(""Main"", ""Main can instantiate sayHelloWorld method."", ""sayHelloWorld""); (""Main"", ""Main can call sayHi method."", ""sayHi""); (""sayHelloWorld"", ""sayHelloWorld can be called on the companion object."", ""companion object"")"
This also means that you can use all Java classes in your Scala code.,NULL
The Scala version used in the examples in this tutorial is Scala 2.8.0 .,NULL
"The Stream Ops StreamOps class, com.nanosai.streamops.StreamOps, provides a convenient facade for the Stream Ops API.","(""StreamOps"", ""StreamOps is part of the package com.nanosai.streamops."", ""com.nanosai.streamops.StreamOps"")"
The StreamOps class can create the most commonly used components of the Stream Ops API.,NULL
"Thus, the StreamOps class is a good place to start, both when using Stream Ops, but also when exploring what you can do with Stream Ops and how it works.",NULL
In this tutorial we will only go over the components the StreamOps and related factory classes can create.,NULL
"You can create instances of these classes via the new operator, or you can use a StreamStorageFactory.",NULL
You can create a StreamStorageFS instance via the StreamStorageFactory createStreamStorageFS() method.,"(""StreamStorageFactory"", ""The method createStreamStorageFS() is a method of the StreamStorageFactory class."", ""createStreamStorageFS"")"
Here is an example of creating a StreamStorageFS instance via the createStreamStorageFS() method:,NULL
You can create a StreamStorageRootFS instance via the StreamStorageFactory createStreamStorageRootFS() method.,"(""StreamStorageFactory"", ""The method createStreamStorageRootFS() is a method of the StreamStorageFactory class."", ""createStreamStorageRootFS"")"
"The Stream Ops StreamStorageFS class, com.nanosai.streamops.storage.file.StreamStorageFS, provides disk storage for a data stream.",NULL
"More specifically, the StreamStorageFS class can write an ordered sequence of records to disk, and later read the records from disk again in the exact same order.",NULL
The StreamStorageFS class is one of the core classes of the Stream Ops data storage engine.,NULL
Many of the other classes in the Stream Ops data storage engine revolve around this class.,NULL
To use the StreamStorageFS class you must first create a StreamStorageFS instance.,NULL
"Once a StreamStorageFS instance is open for appending records, you can append a record to the stream via the append() method.",NULL
You can obtain a list of StreamStorageBlockFS instances from a StreamStorageFS by calling getStorageBlocks().,"(""StreamStorageFS"", ""getStorageBlocks is a method that can be called on StreamStorageFS to obtain instances of StreamStorageBlockFS."", ""getStorageBlocks"")"
The StreamStorageFS class contains a method to read bytes from a stream block file.,NULL
"The readBytes() method reads bytes from the file represented by the given StreamStorageBlockFS instance, into the byte[] array passed as parameter.","(""readBytes"", ""The readBytes() method reads bytes from the file represented by the given StreamStorageBlockFS instance."", ""StreamStorageBlockFS"")"
The readBytes() method will start fromByte bytes into the block file.,NULL
The Stream Ops for Java class named StreamStorageRootFS (com.nanosai.streamops.engine.storage.file.StreamStorageRootFS) class represents the root of a file based stream storage system.,"(""StreamStorageRootFS"", ""StreamStorageRootFS is part of the Stream Ops package."", ""StreamOps"")"
You can always obtain the root directory path a StreamStorageRootFS was created with via its getRootDirPath() method.,NULL
Here is an example of obtaining the root directory path of a StreamStorageRootFS via its getRootDirPath() method:,NULL
"When you write records to a stream via the StreamStorageFS instance, the StreamStorageFS class will divide the records into multiple files.",NULL
Creating a Buffer is done using the static buffer() method in the Buffer interface.,NULL
If you want the bytes stored in the Buffer to be encoded using a special encoding (e.g.,NULL
"you can specify the encoding as the second parameter to the buffer() method, like this:",NULL
You can read the length of a Buffer using its length() method.,NULL
You can write to a specific position inside a buffer using one of the set...() methods.,NULL
You can also write data to a Buffer using one of the append...() methods.,NULL
You can read the data stored in a Buffer using the many get...() methods.,NULL
After the vertx run part of the command you must write the fully qualified class name of the verticle to deploy.,NULL
To deploy a verticle class you must run the vertx run classname command from the root directory of the compiled classes for the verticle to deploy.,"(""Verticle"", ""The Verticle class is part of the Vertx package, which is used for deployment."", ""Vertx"")"
"Thus, the root directory of your classes becomes the classpath for deploying the verticle.",NULL
Whatever directory you run the vertx run command from is automatically added to the classpath when looking for the verticle class.,NULL
You can also run a Java verticle class which is located inside a JAR file.,NULL
Sometimes you need a classpath which contains more than one directory or JAR file.,"(""Classpath"", ""A classpath can include multiple directories."", ""Directory"")"
In those situations you can provide a normal classpath string as the -cp argument value.,NULL
