Original Text,NULL
To defragment the free blocks you call the defragment() method of the BytesAllocatorManualDefrag .,NULL
It is during such idle times you should call defragment() .,NULL
"If your system is constantly very busy, there may never be an idle period during which to call defragment().",NULL
Calling defragment() will most likely result in a longer pause than if you immediately defragment free blocks like the ByteArrayAllocatorAutoDefrag does.,NULL
"Systems that need to create high numbers of objects at a rapid pace, but do not need all of these objects at the same time, can benefit from using object pools rather than instantiating the objects using the Java new XYZObject() .","(""Systems"", ""Systems can benefit from using object pools rather than instantiating the objects using the Java new XYZObject() so Systems and XYZObject are related in the context of object creation"", ""XYZObject""); (""Java"", ""Java is the programming language and environment in which XYZObject is being instantiated so Java and XYZObject are related in the context of object instantiation"", ""XYZObject""); (""Java"", ""Java is the programming language and environment in which Systems operate so Java and Systems are related in the context of system implementation"", ""Systems""); (""XYZObject"", ""XYZObject is being instantiated using the new method so XYZObject and new are related in the context of object creation"", ""new""); (""Systems"", ""Systems can benefit from using object pools rather than instantiating the objects using the new method so Systems and new are related in the context of object creation"", ""new"")"
The Bytes class represents a byte sequence allocated from a shared byte array.,NULL
The Mem Ops ObjectPool class is capable of pooling instances of objects which can be reused.,NULL
To use the Mem Ops ObjectPool you must first create an instance of the com.nanosai.memops.objects.ObjectPool class.,NULL
Notice that the ObjectPool class constructor takes two parameters: The capacity and an IObjectFactory implementation.,"(""ObjectPool"", ""The ObjectPool class has a constructor method named ObjectPool class constructor."", ""ObjectPool class constructor""); (""ObjectPool class constructor"", ""The ObjectPool class constructor takes an IObjectFactory implementation as a parameter."", ""IObjectFactory""); (""ObjectPool class constructor"", ""The ObjectPool class constructor takes capacity as a parameter."", ""capacity"")"
"As you can see, the IObjectFactory only contains a single method named instance().",NULL
The type returned from the instance() method is decided by you when you implement the IObjectFactory interface.,NULL
You free an object instance for reuse by calling the ObjectPool free() method.,"(""ObjectPool"", ""The ObjectPool class contains the free() method, indicating a strong relationship between the two entities."", ""free()""); (""Object"", ""The Object class is related to the ObjectPool class because an instance of the Object class is being freed for reuse by the ObjectPool class."", ""ObjectPool"")"
"You just tell what module that contains the main class to run, and ModRun resolves and loads all its dependencies too.","(""ModRun"", ""ModRun contains and runs the main class"", ""main""); (""main"", ""the main class is located in the module"", ""module"")"
"By loading the classes of a module with its own ClassLoader, ModRun can control what classes are visible to each module.","(""ModRun"", ""ModRun uses ClassLoader to control the visibility of classes to each module."", ""ClassLoader""); (""ModRun"", ""ModRun controls what classes are visible to each module."", ""module"")"
A module can only see the classes from itself or from its dependencies (modules) and transitive dependencies.,"(""MODULE"", ""A module can see the classes from itself, indicating a relationship between the module and its classes."", ""CLASSES""); (""MODULE"", ""A module can see the classes from its dependencies, indicating a relationship between the module and its dependencies."", ""DEPENDENCIES"")"
"A module cannot see classes from modules ""above"" itself in the dependency graph.","(""Module"", ""A module is related to the dependency because it cannot see classes from modules above itself in the dependency graph."", ""Dependency""); (""Dependency"", ""The dependency is related to the graph because modules above itself are defined within the dependency graph."", ""Graph"")"
The JVM will consider classes loaded from the two different versions of the API as different classes because they are loaded with different ClassLoader instances.,"(""JVM"", ""The JVM will consider classes loaded from the two different versions of the API, indicating a relationship between the JVM and the API."", ""API""); (""JVM"", ""The JVM uses different ClassLoader instances, indicating a relationship between the JVM and the ClassLoader."", ""ClassLoader"")"
Each instance of the module have the classes loaded from its dependency graph isolated from the other instances of the same module (at least it can - if you want to).,"(""Module"", ""The text states that each instance of the module has classes loaded, indicating a relationship between the module and its instance."", ""Instance""); (""Module"", ""The text mentions the module's dependency graph, suggesting a relationship between the module and its dependency."", ""Dependency""); (""Dependency"", ""The text explicitly mentions the dependency graph, indicating a relationship between the dependency and the graph."", ""Graph"")"
Loading the classes from each module with its own ClassLoader makes application multi tenancy easier.,"(""ClassLoader"", ""ClassLoader is related to Class because it is used to load classes"", ""Class""); (""ClassLoader"", ""ClassLoader is related to module because it loads classes from each module"", ""module"")"
"ModRun can load multiple applications into the same JVM at the same time, and have their classes be completely isolated from each other, so one application cannot access the classes of another application.","(""ModRun"", ""ModRun can load multiple applications into the same JVM at the same time"", ""JVM""); (""JVM"", ""JVM can have multiple applications loaded into it at the same time"", ""Application""); (""Application"", ""each application has its own classes that are completely isolated from each other"", ""Class""); (""ModRun"", ""ModRun can load multiple applications into the same JVM at the same time"", ""Application"")"
"Here is an example that creates a module from a Maven repository, loads a class from the module, creates an instance of the class and calls a method on the instance via reflection:",NULL
Installing Netty in your Java project only requires that you download the Netty JAR files and include them on the classpath.,NULL
"A Netty EventLoop is a loop that keeps looking for new events, e.g.",NULL
"Third, the NioServerSocketChannel class instance is set on the ServerBootstrap instance.",NULL
Its method initChannel() is called whenever a new incoming TCP connection is accepted by the TCP server.,NULL
"As you can see, the ChannelInitializer is added to the ServerBootstrap using the childHandler() method.","(""ChannelInitializer"", ""The ChannelInitializer is added to the ServerBootstrap, indicating a relationship between the two classes."", ""ServerBootstrap""); (""ServerBootstrap"", ""The childHandler() method is used with the ServerBootstrap, indicating a relationship between the class and the method."", ""childHandler()"")"
The serverBootstrap.bind() method returns a ChannelFuture which can be used to know when the binding of the server (binding to local address and TCP port) is done.,"(""ServerBootstrap"", ""The ServerBootstrap class has a method called bind(), indicating a relationship between the class and the method."", ""bind()""); (""bind()"", ""The bind() method returns a ChannelFuture, indicating a relationship between the method and the class."", ""ChannelFuture"")"
"By calling sync() on the ChannelFuture the main thread that creates the server waits until the server has started, before continuing.","(""ChannelFuture"", ""The ChannelFuture has a method called sync, which establishes a relationship between the two entities as the method is called on the class."", ""sync""); (""main thread"", ""The main thread waits on the ChannelFuture, which establishes a relationship between the two entities as the main thread is dependent on the ChannelFuture."", ""ChannelFuture"")"
The channelRead() method is called whenever data is received from the SocketChannel the HelloServerHandler instance is attached to.,"(""HelloServerHandler"", ""The HelloServerHandler instance is attached to the SocketChannel, indicating a relationship between the two entities."", ""SocketChannel""); (""ChannelRead"", ""The channelRead() method is called whenever data is received from the SocketChannel, indicating that the channelRead() method is related to the SocketChannel."", ""SocketChannel"")"
"As you can see, the channelRead() responds with ""Hello "" + whatever the client sent to the server.","(""ChannelRead"", ""The channelRead method responds to the client, indicating a relationship between the two."", ""Client"")"
The channelReadComplete() method is called when there is no more data to read from the SocketChannel.,NULL
The exceptionCaught() method is called if an exception is thrown while receiving or sending data from the SocketChannel.,NULL
That means that you create a Java application with a class with a main() method and inside that application you create one of the Netty servers.,"(""Java application"", ""The Java application is related to the main() method because the main() method is inside the Java application"", ""main()""); (""Java application"", ""The Java application is related to the Netty servers because the Java application creates one of the Netty servers"", ""Netty servers"")"
The RION Ops RionObjectReader class can read a RION Object field into a Java object.,"(""RION Ops RionObjectReader"", ""The RION Ops RionObjectReader class can read a RION Object field into a Java object, indicating that RION Ops RionObjectReader is related to RION Object as it operates on it."", ""RION Object""); (""RION Ops RionObjectReader"", ""The RION Ops RionObjectReader class can read a RION Object field into a Java object, indicating that RION Ops RionObjectReader is related to Java as it outputs to a Java object."", ""Java"")"
The easiest way to create an instance of the RionObjectReader is via the RionObjectReaderBuilder class.,NULL
This class makes it easier to configure and create a RionObjectReader instance.,NULL
Here is an example of creating a RionObjectReader via the RionObjectReaderBuilder class:,NULL
The RionObjectReader readCyclic() method reads a cyclic object graph stored as RION in a byte array.,"(""RionObjectReader"", ""The RionObjectReader class contains the readCyclic() method, which indicates a clear relationship between the two entities as the method is a part of the class."", ""readCyclic()""); (""RionObjectReader"", ""The RionObjectReader class is related to RION because it reads a cyclic object graph stored as RION, indicating that RION is a format or structure that the class works with."", ""RION"")"
The RION Ops RionObjectWriter class makes it easy to write Java objects as a RION field to a byte array.,"(""RION Ops RionObjectWriter"", ""The RION Ops RionObjectWriter class uses the write method to write Java objects as a RION field to a byte array."", ""write""); (""RION Ops RionObjectWriter"", ""The RION Ops RionObjectWriter class is part of the RION package and writes Java objects as a RION field."", ""RION""); (""RION Ops RionObjectWriter"", ""The RION Ops RionObjectWriter class writes Java objects as a RION field to a byte array, indicating a relationship between the RION Ops RionObjectWriter class and Java."", ""Java""); (""write"", ""The write method is used to write Java objects, indicating a relationship between the write method and Java."", ""Java"")"
"To use the RionObjectWriter you must first create an instance of the RionObjectWriter class, com.nanosai.rionops.rion.object.RionObjectWriter.",NULL
The easiest way to create a RionObjectWriter instance is via the RionObjectWriterBuilder class.,NULL
"These examples build a RionObjectWriter which will serialize all fields (private, protected, default and public) found in the Pojo class to RION.",NULL
"Once created, the RionObjectWriter instance then only serialize objects of the given class.",NULL
To serialize objects of multiple classes you will have to create a RionObjectWriter for each class.,NULL
Note: You only need one RionObjectWriter per root class you want to serialize.,NULL
"If a given class represents an object graph consisting of other classes referenced from within the root class (or any of its field's classes recursively), all of these classes will be serialized too.","(""Class"", ""The source entity Class is related to the target entity Object because a class represents an object graph consisting of other classes."", ""Object""); (""Class"", ""The source entity Class is related to the target entity Field because the field's classes are referenced from within the root class or any of its field's classes recursively."", ""Field""); (""Object"", ""The source entity Object is related to the target entity Class because an object graph consists of other classes."", ""Class"")"
"To elaborate, in the example above, if the Pojo class contained fields of class Pojo2 and Pojo3 internally, these would be serialized too because they are part of an object graph rooted by a Pojo object.","(""Pojo"", ""Pojo2 is related to Pojo because it is a field of the Pojo class and is part of the object graph rooted by a Pojo object."", ""Pojo2"")"
The RionObjectWriter contains an writeAcyclic() and writeCyclic() method for these purposes.,"(""RionObjectWriter"", ""RionObjectWriter contains the writeAcyclic() method"", ""writeAcyclic()"")"
The RionObjectWriter writeAcyclic() can write an acyclic object graph as RION into a byte array.,"(""RionObjectWriter"", ""RionObjectWriter has a method called writeAcyclic()"", ""writeAcyclic()""); (""writeAcyclic()"", ""writeAcyclic() method can write an acyclic object graph as RION"", ""RION"")"
"If the object is part of a cyclic (not acyclic) object graph, the writeAcyclic() method will enter an infinite recursion and eventually crash.",NULL
Here is an example of writing an object using the RionObjectWriter writeAcyclic() method:,NULL
The RionObjectWriter writeCyclic() method can write a cyclic object graph as RION to a byte array.,NULL
Here is an example of writing a cyclic object graph to RION using the RionObjectWriter writeCyclic() method.,"(""RionObjectWriter"", ""The RionObjectWriter class contains the writeCyclic() method, which establishes a clear relationship between the two entities as the method is part of the class."", ""writeCyclic()""); (""RionObjectWriter"", ""The RionObjectWriter class is related to the RION package, as it is used to write to RION, indicating a connection between the class and the package."", ""RION"")"
"The RION Ops RionReader class, com.nanosai.rionops.rion.read.RionReader makes it easy to write RION fields from a Java byte array.",NULL
Setting a source byte array is done via the method setSource().,"(""Setting"", ""The source entity 'Setting' is related to the target entity 'SetSource' because 'SetSource' is a method used to set a source byte array in the 'Setting' class."", ""SetSource"")"
Here is an example of setting the source byte array on a RionReader via its setSource() method:,NULL
"Third, the example loops as long as hasNext() returns true, and iterates through all the RION fields in the source byte array, one by one.",NULL
You can read a RION Bytes field using the RionReader readBytes() method.,"(""RionReader"", ""The RionReader class contains the readBytes() method, indicating a clear relationship between the two entities as the method is a part of the class."", ""readBytes()""); (""RION"", ""The RION class and the RionReader class are related as RionReader is likely a class used to read RION bytes, thus they have a contextual relationship."", ""RionReader"")"
The readBytes() method will read the bytes of the RION Bytes field into this byte array.,"(""Readbytes()"", ""The Readbytes() method is related to Rion Bytes because it reads the bytes of the Rion Bytes field into a byte array."", ""Rion Bytes"")"
Here is an example of reading a RION Bytes field with the readBytes() method:,NULL
The value returned by the readBytes() method is the number of bytes read into the destination byte array.,NULL
"The readBytes() method also comes in a version where you can specify the offset into the destination byte array to start writing the Bytes field value, and a maximal length (number of bytes) to read.","(""ReadBytes"", ""The ReadBytes method reads the Bytes field value"", ""Bytes""); (""ReadBytes"", ""The ReadBytes method writes to the destination byte array"", ""Destination""); (""ReadBytes"", ""The ReadBytes method takes an offset parameter to specify where to start writing in the destination byte array"", ""Offset"")"
Here is an example of reading a RION Bytes field using that readBytes() method:,"(""ReadBytes"", ""The ReadBytes method is used to read a RION Bytes field, indicating a relationship between the two."", ""RION Bytes""); (""Read"", ""The Read method is mentioned in the context of reading a RION Bytes field, suggesting a relationship between the Read method and the RION Bytes class."", ""RION Bytes"")"
"This example tells the readBytes() method to start writing the Bytes field value into the destination array from offset 2, and to maximally read 10 bytes.","(""Readbytes"", ""The Readbytes method is related to the Bytes class because it is used to read the Bytes field value into the destination array."", ""Bytes""); (""Readbytes"", ""The Readbytes method is related to the Destination class because it writes the Bytes field value into the destination array."", ""Destination"")"
To read a RION Boolean field you can use the RionReader readBoolean() method.,"(""RionReader"", ""The RionReader class contains the readBoolean() method, indicating a clear relationship between the two entities as the method is part of the class."", ""readBoolean()""); (""RION"", ""The RION class is related to the RionReader class, as the reader is likely used to read RION fields, thus establishing a connection between the two entities."", ""RionReader"")"
Here is an example of reading RION Boolean field using the RionReader readBoolean() method:,"(""RionReader"", ""RionReader uses the readBoolean() method to read RION Boolean fields, indicating a clear relationship between the class and the method""}"", ""readBoolean()""); (""RION"", ""RION is related to RionReader, as RionReader is used to read RION fields, indicating a clear relationship between the two classes""}"", ""RionReader"")"
Here is an example of reading a Java Boolean object using the RionReader readBooleanObj() method:,"(""RionReader"", ""RionReader contains the readBooleanObj() method, indicating a relationship between the class and the method"", ""readBooleanObj()""); (""Java"", ""RionReader is likely a Java class, indicating a relationship between the Java package and the RionReader class"", ""RionReader"")"
To read a RION Int64 field you can use the RionReader readInt64() method.,"(""RionReader"", ""RionReader has a method called readInt64{} which is used to read a RION Int64 field, indicating a relationship between the RionReader class and the readInt64{} method"", ""readInt64{}"")"
Here is an example of reading a RION Int64 field using the RionReader readInt64() method:,"(""RionReader"", ""The RionReader class contains the readInt64() method, indicating a clear relationship between the two entities as the method is part of the class's functionality."", ""readInt64()""); (""RION"", ""The RION package is related to the RionReader class because the class is likely part of the package, given the naming convention and the context in which the class is being used to read a RION Int64 field."", ""RionReader"")"
Here is an example of reading a RION Int64 field into a Java Long object using the RionReader readInt64Obj() method:,"(""RionReader"", ""RionReader is related to readInt64Obj() because readInt64Obj() is a method of the RionReader class""}"", ""readInt64Obj()""); (""readInt64Obj()"", ""readInt64Obj() is related to Long because it is used to read a RION Int64 field into a Java Long object""}"", ""Long""); (""RionReader"", ""RionReader is related to Long because RionReader has a method readInt64Obj() that reads into a Java Long object""}"", ""Long""); (""Java"", ""Java is related to Long because Long is a class in the Java package""}"", ""Long""); (""RION"", ""RION is related to RionReader because RionReader is used to read RION fields""}"", ""RionReader"")"
These methods are named readFloat32() and readFloat64() Here are two examples of reading a RION Float field into a Java float and double variable:,"(""ReadFloat32"", ""ReadFloat32 method is used to read a RION Float field"", ""RION Float""); (""ReadFloat64"", ""ReadFloat64 method is used to read a RION Float field"", ""RION Float""); (""ReadFloat32"", ""ReadFloat32 method is used in Java to read a float variable"", ""Java"")"
Use the readFloat32Obj() or readFloat64Obj() methods if the RION Float field can be set to null in your concrete use case.,"(""Readfloat32obj"", ""The Readfloat32obj method is related to the Rion Float class because it is used to read the Rion Float field."", ""Rion Float"")"
The RionReader class has a method named readUtf8String() which can read a RION UTF-8 field into a Java String.,"(""RionReader"", ""The RionReader class has a method named readUtf8String(), indicating that readUtf8String() is a method of the RionReader class"", ""readUtf8String()""); (""readUtf8String()"", ""The readUtf8String() method can read a RION UTF-8 field, indicating that readUtf8String() is related to RION"", ""RION""); (""readUtf8String()"", ""The readUtf8String() method can read a RION UTF-8 field into a Java String, indicating that readUtf8String() is related to Java"", ""Java""); (""RionReader"", ""The RionReader class has a method that can read a RION UTF-8 field, indicating that RionReader is related to RION"", ""RION"")"
Here is an example of reading a RION UTF-8 field into a Java String with readUtf8String() :,"(""ReadUtf8String"", ""ReadUtf8String is related to String because it reads a RION UTF-8 field into a Java String"", ""String"")"
The readUtcCalendar() method of the RionReader class can read a RION UTC field as a Java Calendar instance.,"(""RionReader"", ""The readUtcCalendar() method is a part of the RionReader class, indicating a clear relationship between the two entities as the method is a member of the class."", ""readUtcCalendar()""); (""readUtcCalendar()"", ""The readUtcCalendar() method can read a RION UTC field, indicating a clear relationship between the two entities as the method operates on RION data."", ""RION""); (""readUtcCalendar()"", ""The readUtcCalendar() method can read a RION UTC field as a Java Calendar instance, indicating a clear relationship between the two entities as the method returns a Calendar instance."", ""Calendar""); (""readUtcCalendar()"", ""The readUtcCalendar() method can read a RION UTC field as a Java Calendar instance, indicating a clear relationship between the two entities as the method is implemented in Java."", ""Java""); (""RionReader"", ""The RionReader class has a method that can read a RION UTC field, indicating a clear relationship between the two entities as the class operates on RION data."", ""RION""); (""RionReader"", ""The RionReader class has a method that can read a RION UTC field as a Java Calendar instance, indicating a clear relationship between the two entities as the class is implemented in Java."", ""Java""); (""RionReader"", ""The RionReader class has a method that can read a RION UTC field as a Java Calendar instance, indicating a clear relationship between the two entities as the class returns a Calendar instance."", ""Calendar""); (""Java"", ""Java has a Calendar class, indicating a clear relationship between the two entities as Calendar is a part of Java."", ""Calendar""); (""RION"", ""RION data can be read as a Java Calendar instance, indicating a clear relationship between the two entities as RION data is processed in Java."", ""Java"")"
When reading a composite RION field you need to use the RionReader moveInto() and moveOutOf() methods.,"(""RionReader"", ""RionReader is related to moveInto() because moveInto() is a method of RionReader"", ""moveInto()"")"
"The moveInto() method will move the RionReader's internal state ""into"" the given RION field.","(""MoveInto"", ""The MoveInto method is related to the RionReader class because it is described as moving the RionReader's internal state.""}"", ""RionReader"")"
"That means, that the hasNext() method now returns true as long as the RION field you moved into has more nested fields.",NULL
"The moveOutOf() method moves the RionReader's internal state ""out of"" the given RION field.","(""RionReader"", ""The moveOutOf() method is a part of the RionReader class, indicating a clear relationship between the two entities as the method belongs to the class."", ""moveOutOf()""); (""moveOutOf()"", ""The moveOutOf() method operates on the RION field, establishing a relationship between the method and the class as the method is used in conjunction with the class."", ""RION"")"
Now the hasNext() method will return true if the parent scope (parent RION field or the total source byte array for the RionReader) has more RION fields.,"(""HasNext()"", ""The hasNext() method is related to the RionReader class because it is used to check if the parent scope of the RionReader has more RION fields."", ""RionReader""); (""RionReader"", ""The RionReader class is related to the RION class because it is used to read RION fields."", ""RION"")"
"At the outer nesting level (top level) of the above RION field sequence, the RionReader hasNext() will return true, as long as there are RION fields at this nesting level.","(""RionReader"", ""RionReader has a method called hasNext(), indicating a relationship between the class RionReader and its method hasNext()."", ""hasNext()"")"
"Now the RionReader hasNext() method returns true 2 times, because there are 2 nested RION fields inside the RION Object field.","(""RionReader"", ""The RionReader class contains the hasNext() method, indicating a relationship between the two."", ""hasNext()""); (""RionReader"", ""The RionReader class is related to the RION class, as it is used to read RION fields and objects."", ""RION"")"
"Once the hasNext() method returns false, you ""move out of"" the composite RION field again.",NULL
You can improve on the above code in various ways - e.g.,NULL
"To read a RION Table field, you have to ""move into"" it with moveInto(), then read the first field which is an Int64 RION field representing the row count, and then 1 to N Key or Key Short fields representing the column headers (column names / keys) of the table, and then finally 1 to N fields per row.","(""RION Table"", ""The RION Table is related to the moveInto method because moveInto is used to access the RION Table field."", ""moveInto""); (""moveInto"", ""The moveInto method is related to the Int64 RION field because after moving into the RION Table, the first field read is an Int64 RION field representing the row count."", ""Int64 RION""); (""RION Table"", ""The RION Table is related to the Int64 RION field because the Int64 RION field is part of the RION Table structure, representing the row count."", ""Int64 RION""); (""RION Table"", ""The RION Table is related to the Key field because the Key fields represent the column headers of the RION Table."", ""Key""); (""RION Table"", ""The RION Table is related to the Key Short field because the Key Short fields also represent the column headers of the RION Table."", ""Key Short""); (""moveInto"", ""The moveInto method is related to the Key field because after moving into the RION Table with moveInto, the Key fields can be read."", ""Key"")"
The RionReader class contains a method named isNull() which will tell you if the current RION field pointed to by the RionReader has the field value null.,"(""RionReader"", ""The RionReader class contains a method named isNull(), indicating that isNull() is a part of RionReader."", ""isNull()""); (""RionReader"", ""The RionReader class is clearly related to RION because it reads RION fields."", ""RION"")"
Here is an example of checking if a given RION field is null via the RionReader isNull() method:,"(""RionReader"", ""The RionReader class contains the isNull() method, indicating a relationship between the two entities."", ""isNull()""); (""RionReader"", ""The RionReader class is used to read RION fields, indicating a relationship between the two entities."", ""RION"")"
"The RION Ops RionWriter class, com.nanosai.rionops.rion.write.RionWriter, enables you to write RION fields easily and efficiently.","(""RION Ops RionWriter"", ""The RION Ops RionWriter class is related to RION because it is used to write RION fields."", ""RION""); (""RION Ops RionWriter"", ""The RION Ops RionWriter class is related to com.nanosai.rionops.rion.write.RionWriter because they are the same entity, with the latter being the fully qualified name of the former."", ""com.nanosai.rionops.rion.write.RionWriter"")"
You set the destination byte array of the RionWriter using the setDestination() method.,NULL
The RionWriter contains a method named writeBytes() which can be used to write a RION Bytes field to the destination byte array.,"(""RionWriter"", ""The RionWriter contains a method named writeBytes(), indicating that writeBytes() is a method of the RionWriter class."", ""writeBytes()""); (""writeBytes()"", ""The writeBytes() method is used to write a RION Bytes field, indicating that writeBytes() is related to the RION class."", ""RION""); (""writeBytes()"", ""The writeBytes() method is used to write a RION Bytes field, indicating that writeBytes() is related to the Bytes class."", ""Bytes""); (""RionWriter"", ""The RionWriter contains a method named writeBytes() which can be used to write a RION Bytes field, indicating that RionWriter is related to the RION class."", ""RION"")"
Here is a Java example of writing a RION Bytes field from a byte array using the RionWriter writeBytes() method:,"(""RionWriter"", ""RionWriter is a class that contains the writeBytes() method, indicating a clear relationship between the two."", ""writeBytes()""); (""RION"", ""RION is a class that is related to RionWriter, as RionWriter is used to write RION Bytes fields."", ""RionWriter""); (""Java"", ""Java is a package that contains the RionWriter class, indicating a relationship between the two."", ""RionWriter""); (""Java"", ""Java is a package that is related to RION, as RION is a class used in Java."", ""RION"")"
The writeBytes() method also exists in a version that takes a source offset and source length which specifies from what offset and how many bytes forward in the source byte array to write to the RION Bytes field in the destination byte array.,"(""WriteBytes()"", ""The WriteBytes() method takes a source offset and source length which specifies from what offset and how many bytes forward in the source byte array to write"", ""Source Byte Array""); (""WriteBytes()"", ""The WriteBytes() method writes to the RION Bytes field in the destination byte array"", ""Destination Byte Array"")"
The RionWriter method writeBoolean() writes a boolean value (true / false) as a RION Boolean field to the destination byte array.,"(""RionWriter"", ""The RionWriter method writeBoolean() is a part of the RionWriter class, indicating a clear relationship between the two entities as the method is a member of the class."", ""writeBoolean()""); (""writeBoolean()"", ""The writeBoolean() method writes a boolean value, which is of type Boolean, indicating a relationship between the method and the data type it handles."", ""Boolean"")"
Here is a Java example of writing a RION Boolean field using the RionWriter writeBoolean() method:,"(""RionWriter"", ""RionWriter has a method called writeBoolean() which is used to write a RION Boolean field"", ""writeBoolean()""); (""RION"", ""RION is related to RionWriter as RionWriter is used to write RION fields"", ""RionWriter""); (""Java"", ""RionWriter is a Java class"", ""RionWriter"")"
The RionWriter method writeInt64() will write a 64 bit integer as a RION IntPos or IntNeg field to the destination byte array.,"(""RionWriter"", ""The RionWriter class contains the writeInt64() method, indicating a relationship between the class and the method."", ""writeInt64()""); (""writeInt64()"", ""The writeInt64() method writes to a RION field, indicating a relationship between the method and the RION class."", ""RION""); (""writeInt64()"", ""The writeInt64() method writes a 64 bit integer as a RION IntPos field, indicating a relationship between the method and the IntPos class."", ""IntPos"")"
"Here are two examples of writing int64 values (long values) as RION IntPos and IntNeg fields to the destination byte array, using the RionWriter writeInt64() method:","(""RionWriter"", ""RionWriter uses the writeInt64() method to write int64 values"", ""writeInt64()""); (""RION"", ""RionWriter is a part of the RION package"", ""RionWriter"")"
The RionWriter methods writeFloat32() and writeFloat64() writes a 32 bit and 64 bit floating point number as a RION Float field to the destination byte array.,"(""RionWriter"", ""RionWriter contains the method writeFloat32()"", ""writeFloat32()""); (""RionWriter"", ""RionWriter contains the method writeFloat64()"", ""writeFloat64()""); (""writeFloat32()"", ""The writeFloat32() method writes a 32 bit floating point number as a RION Float field"", ""RION Float"")"
"Here are two examples of writing a 32 bit and 64 bit floating point number as RION Float fields to the destination byte array, using the RionWriter writeFloat32() and writeFloat64() methods:","(""RionWriter"", ""RionWriter has a method called writeFloat32() which is used to write a 32 bit floating point number to the destination byte array"", ""writeFloat32()""); (""RionWriter"", ""RionWriter has a method called writeFloat64() which is used to write a 64 bit floating point number to the destination byte array"", ""writeFloat64()""); (""writeFloat32()"", ""writeFloat32() method writes a 32 bit floating point number as RION Float field to the destination byte array"", ""RION Float""); (""writeFloat64()"", ""writeFloat64() method writes a 64 bit floating point number as RION Float field to the destination byte array"", ""RION Float"")"
The RionWriter method writeUtf8() writes a Java String as a RION UTF-8 or UTF-8-Short field to the destination byte array.,"(""RionWriter"", ""The RionWriter method writeUtf8() indicates that RionWriter is a class that contains the writeUtf8() method, thus they are related."", ""writeUtf8()""); (""writeUtf8()"", ""The writeUtf8() method writes a Java String, so writeUtf8() and String are related as the method operates on the String type."", ""String""); (""RionWriter"", ""RionWriter writes a RION UTF-8 or UTF-8-Short field, which implies a relationship between RionWriter and the RION package."", ""RION"")"
Here is an example of writing a RION UTF-8 field to a byte array using the RionWriter writeUtf8() method:,"(""RionWriter"", ""RionWriter has a method called writeUtf8, so RionWriter and writeUtf8 are related as a class and its method"", ""writeUtf8""); (""RionWriter"", ""RionWriter writes to a byte array, so RionWriter and byte array are related as a writer and its target"", ""byte array""); (""writeUtf8"", ""writeUtf8 method writes to a byte array, so writeUtf8 and byte array are related as a method and its target"", ""byte array"")"
The RionWriter method writeUtc() method writes a date and time in the shape of a Java Calendar as a RION UTC field (UTC date-time) to the destination byte array.,"(""RionWriter"", ""The RionWriter class contains the writeUtc() method, indicating a clear relationship between the two entities as the method is part of the class."", ""writeUtc()""); (""writeUtc()"", ""The writeUtc() method writes a date and time in the shape of a Java Calendar, indicating that the method operates on or utilizes the Java Calendar entity."", ""Java Calendar""); (""writeUtc()"", ""The writeUtc() method writes to a RION UTC field, indicating a relationship between the method and the field as the method is responsible for populating the field."", ""RION UTC field""); (""RionWriter"", ""The RionWriter class, through its writeUtc() method, interacts with a Java Calendar, establishing a connection between the class and the calendar entity."", ""Java Calendar"")"
Here is an example of writing a Java Calendar as a RION UTC field to the destination byte array using the RionWriter writeUtc() method:,"(""Java Calendar"", ""The Java Calendar is being written to the destination byte array using the RionWriter"", ""RionWriter""); (""RionWriter"", ""The RionWriter uses the writeUtc() method to write the Java Calendar to the destination byte array"", ""writeUtc()""); (""RION UTC"", ""The Java Calendar is being written as a RION UTC field"", ""Java Calendar""); (""RION UTC"", ""The RionWriter writes the Java Calendar as a RION UTC field to the destination byte array"", ""RionWriter""); (""writeUtc()"", ""The writeUtc() method is used to write the Java Calendar to the destination byte array"", ""Java Calendar"")"
The RionWriter class has functionality that helps you reserve length bytes for composite RION fields and jump back up and fill them in correctly later.,NULL
One of the mechanisms in the RionWriter class that helps you reserve length bytes and set their value correctly later requires an internal stack to keep track of where the reserved length bytes are located.,NULL
Here is an example of setting the nested field stack for a RionWriter via its setNestedFieldStack() method:,NULL
"However, it is possible for all RION fields to take the value null, so it is possible to include e.g.",NULL
"The writeObjectBeginPush() method writes the beginning of the RION Object field, and reserves and reserve as many length bytes as you pass to it as parameter (2 in the example above).",NULL
"The writeObjectEndPop() method pops the RION Object field start index off the nested field stack, calculates the total length of the Object field and writes the total Object field length into its reserved length bytes.","(""WriteObjectEndPop"", ""The WriteObjectEndPop method operates on the RION Object, indicating a relationship between the two."", ""RION Object"")"
There are also versions of the writeObjectBegin() and writeObjectEnd() method that does not use the internal nested field stack.,NULL
The String arguments passed to the main() method are the command line arguments passed to the application when it is executed.,NULL
The Main argument is the name of the object to run the main() method of.,NULL
"The arguments ""arg1"" and ""arg2"" are passed in the String array to the main() method.","(""Main"", ""The main() method is related to the String class because the arguments are passed in a String array."", ""String""); (""Main"", ""The main() method is related to the Array class because the arguments are passed in an array."", ""Array"")"
